,Код КПГЗ,Код ОКПД-2 (ОКПД2014)
3331,03.31.03.02.01,49.41.20.000
3332,03.31.03.05.01.08,43.99.90.160
3333,03.31.03.05.01.12,43.99.90.160
3334,01.09.01.04,29.10.52.110
3335,01.15.01.09,17.29.11
3336,01.19.01.15,14.13.11.110
3337,01.19.02,14.13.2
3338,01.19.06,14.14
3339,01.19.06.15,15.12.12.199
3340,01.20.01.01.03,27.51.28.110
3341,01.20.01.03,27.51.24
3342,01.20.01.03.03,27.51.24.150
3343,01.20.01.05.03,28.29.12.112
3344,01.20.01.99.01,27.51.21.122
3345,01.20.02.01,27.51.13.110
3346,01.20.03.01,27.51.21.111
3347,03.31.03.05.01.01,43.99.90.160
3348,03.31.03.05.02.05,77.32.10.000
3349,03.31.03.05.02.10,77.32.10.000
3350,03.31.03.05.02.22,77.32.10.000
3351,03.31.03.05.02.39,77.32.10.000
3352,03.31.02.01.03,77.39.19.129
3353,03.31.03.02.02,77.12.11.000
3354,01.03.07.02,27.40.24
3355,01.15.02.02,17.23.13.190
3356,01.15.02.06,17.23.13.190
3357,01.15.05.04.02,22.29.21
3358,01.20.99.02.06,26.52.12
3359,02.03.04,42.99.12.124
3360,02.04.03.02.01,42.11
3361,02.13.99.08,72.20.11
3362,03.11.01,35.30.12
3363,03.11.02.01,35.30.12.130
3364,01.20.04.09,20.41.32.120
3365,01.20.05.01.09,20.42.1
3366,01.20.07.11.03.01,22.22.1
3367,01.20.07.01.03,22.29.23
3368,03.31.03.10,77.39.13.000
3369,03.31.02.01.01,77.39.19.129
3370,01.15.04.01.07.01,15.12.12.193
3371,01.15.03.15.01,17.23.13.190
3372,01.02.09.01,21.20.10.110
3373,01.02.09.04,21.20.10.150
3374,01.02.09.07,21.20.10.190
3375,01.02.09.09,21.20.10.220
3376,01.04.01.11,22.19.30
3377,01.04.01.13.01,32.99.11
3378,01.11.02.06.01,30.99.10
3379,01.11.04.02.01.01,22.23.14.120
3380,01.11.10.01,25.11.10
3381,01.13.17.16,26.11
3382,01.16.16,31.01.1
3383,01.19.01.16,14.13.21
3384,02.03.02.02.13,41.20.40
3385,02.03.02.08.03,41.20.40
3386,02.03.03,42.99.29
3387,02.04.04.03,43.12.11.110
3388,03.18.11,93.11
3389,03.35.08,82.30.11.000
3390,01.11.03.01.04.04,24.44
3391,01.01.08.03.99,10.13
3392,01.01.10.07.02,10.52.10.120
3393,01.01.12.11,03.11.30
3394,01.01.14.01.01,11.07.11.121
3395,01.04.02.05.01,32.99.11
3396,01.09.01.02.08,28.92.40.131
3397,01.11.02.01.02,28.24.11
3398,01.12.04.01.01,29.10.59.130
3399,01.15.01.01.01,17.12.14.120
3400,01.20.11.03,28.25.14.110
3401,02.13.04,33.20.39.900
3402,03.07.03.01,45.20.11
3403,01.02.06.02.03,32.50.13.190
3404,03.07.99.02,33.12.29.900
3405,03.12.04.03,61.10.30.190
3406,01.02.06.03.02.03,20.59.52.199
3407,01.02.06.03.02.03.01,20.59.52.199
3408,03.36.09,96.01.19.139
3409,01.02.06.03.02.03.02,20.59.52.199
3410,01.09.06.01,30.20
3411,01.02.06.03.02.09,20.59.52.199
3412,01.09.08.09,30.20.4
3413,01.20.06.01.02,23.13.13.110
3414,01.27.02,01.11.11.111
3415,01.02.06.04.05,32.50.13.190
3416,01.02.06.05.03,21.20.24.170
3417,01.02.06.07,21.20.10
3418,01.17.08,17.29.19.190
3419,01.23.05.03,23.70.12.110
3420,01.24.09,20.60
3421,02.03.02,41.20.40
3422,01.20.06.03.02,23.41.12
3423,01.20.07.09,22.29.29
3424,01.20.07.11.05,16.24.1
3425,01.20.06.01.01,25.99.12
3426,01.02.07.01.07,23.19.23.110
3427,01.02.07.01.99,23.19.23.120
3428,01.02.09.01.08,21.20.10.117
3429,01.02.09.01.11,21.10.51.120
3430,01.02.09.03.09,21.20.10.148
3431,01.02.09.07.02,21.20.10.192
3432,01.02.09.08.01,21.20.10.211
3433,01.02.09.10.03,21.20.10.233
3434,01.02.09.10.06,21.20.10.236
3435,01.15.08,17.23.12.110
3436,01.16,31.01
3437,01.16.01,31.01.11.150
3438,01.16.09,31.01.12.190
3439,01.16.10,31.01.12.190
3440,01.16.20,31.01.12.160
3441,01.16.28,22.29.26.111
3442,01.18.05.03,20.20.13.120
3443,01.18.05.04,08.91.19.190
3444,01.02.09.14.06,21.20.23.193
3445,01.03.01.01,26.30.50.119
3446,01.03.01.23,26.51.66.129
3447,01.03.02.10,25.72.12.190
3448,01.03.03.02,26.40.33.190
3449,01.04.01.06,28.24.12.190
3450,01.04.01.07,28.29
3451,01.04.01.07.01,28.29.22.110
3452,01.04.01.07.04,31.09.11.190
3453,01.04.01.13.06,13.92.29.130
3454,01.04.02.08,14.19.32.130
3455,01.04.03.03,29.10.30.110
3456,01.04.03.04,30.11.33
3457,01.04.04.01,26.51.66.140
3458,01.04.04.08,26.30.11.130
3459,01.04.04.11,26.51.12.190
3460,01.05.02,26.51.12.190
3461,01.05.99,26.51.12.190
3462,01.06.01.05,31.01.12.110
3463,01.06.01.06,31.01.12.160
3464,01.06.01.07,31.01.12.130
3465,01.06.01.08,31.01.12.190
3466,01.06.06,26.20.14.000
3467,01.06.99,32.99
3468,01.07.01.02,31.01.12.110
3469,01.07.01.03,31.01.12.190
3470,01.07.03,32.20.2
3471,01.07.03.01.01.01,32.20.11.130
3472,01.07.03.01.01.02,32.20.11.120
3473,01.07.03.01.02.01,32.20.12.121
3474,01.07.03.01.03.02,32.20.12.112
3475,01.07.03.04.03.01,32.20.14.110
3476,01.07.03.01.04.01,32.20.13.131
3477,01.07.03.04.04.02,32.20.14.160
3478,01.07.03.01.05.01,32.20.13.140
3479,01.07.04.01.05,26.40.41.000
3480,01.07.04.04.02.05,25.11.10.000
3481,01.07.03.01.05.02,32.20.13.140
3482,01.07.03.02.01.02,32.20.13.161
3483,01.07.04.04.02.06,26.20.13.000
3484,01.07.03.02.01.04,32.20.13.164
3485,01.07.06.01.05,32.20.20.150
3486,01.07.03.02.06,32.20.13.179
3487,01.07.06.01.06,32.20.20.160
3488,01.07.03.03.02.03,32.20.15.110
3489,01.07.06.01.07,32.20.16.140
3490,01.07.03.03.04.04,32.20.15.110
3491,01.07.06.01.10,32.20.20.190
3492,01.07.03.04.01.04,32.20.14.120
3493,01.07.06.04.03,25.73.40.119
3494,01.07.07,28.99
3495,01.07.08.04,31.01.11.121
3496,01.07.08.05,28.29.60.000
3497,01.07.09.01.02,28.99.32.110
3498,01.07.09.01.04,28.99.32.190
3499,01.07.09.01.05,28.99.32.190
3500,01.07.09.01.06,28.99.32.190
3501,01.07.09.02.03,28.29.43.000
3502,01.07.09.03.01,32.40.42.130
3503,01.07.11.04.04,13.92.16.119
3504,01.01.01.01.06,10.61.31.111
3505,01.01.01.02.01,10.61.2
3506,01.01.01.02.01.06,10.61.22.140
3507,01.01.01.05.02.02,08.93.10.110
3508,01.01.01.06.03,10.84.12.120
3509,01.07.11.05,13.92.16.119
3510,01.08.01.12,32.30.15.292
3511,01.08.01.17,32.30.15.299
3512,01.08.01.25,32.40.42.191
3513,01.08.01.27,32.30.15.110
3514,01.08.01.28,32.30.15.160
3515,01.08.01.31,32.30.15.110
3516,01.08.02,32.30.14
3517,01.08.02.05,32.30.15.110
3518,01.08.02.06,32.30.15.117
3519,01.08.02.18,32.30.15.150
3520,01.08.02.21,32.30.15.110
3521,01.08.02.28,32.30.15.292
3522,01.08.03,32.30.15.299
3523,01.01.01.10,10.39.22.110
3524,01.01.01.12.01,10.41.2
3525,01.01.01.12.02,10.41.19.000
3526,01.01.01.12.03,10.41.19.000
3527,01.01.01.19.01.02,10.83.14.140
3528,01.09.03.99,29.10.59.390
3529,01.01.01.19.01.99,10.83.14.140
3530,01.09.08.04,29.32.3
3531,01.01.01.19.03,10.83.12.120
3532,01.09.09,29.32.30
3533,01.01.02,01.13.39.190
3534,01.09.09.03,28.29.84.000
3535,01.10.01,19.20.29
3536,01.01.02.02.03,01.13.43.110
3537,01.01.02.12,01.13.34.000
3538,01.10.01.99,19.20.42.190
3539,01.10.02.01,20.59.43
3540,01.01.02.17,01.13.49.190
3541,01.10.03,27.90
3542,01.01.02.24,01.13.39.120
3543,01.10.04.04,27.12.40.000
3544,01.01.02.29,01.13.43.190
3545,01.10.05,27.40.2
3546,01.01.03,01.26.1
3547,01.01.03.05,01.25.11.000
3548,01.01.04.07,01.24.29
3549,01.01.04.09,01.24.23.000
3550,01.01.04.11,01.24.29
3551,01.01.04.14,01.25.19.140
3552,01.01.06.04,10.72.11.110
3553,01.10.05.02.02,27.40.15.130
3554,01.10.05.03.02,27.40.25.120
3555,01.10.05.04,27.40.42.000
3556,01.01.07.15,10.72.12.140
3557,01.01.08.02.02,10.11.20
3558,01.01.10.01.07,10.51.56.310
3559,01.01.10.05.02,10.51.52.150
3560,01.01.10.06.04,10.51.40.120
3561,01.11.01.03.11.07,26.51.70.190
3562,01.11.01.03.02.01,25.30.12.119
3563,01.11.01.03.03,27.51.26.110
3564,01.11.01.03.04,27.51.26.110
3565,01.11.01.03.04.02,27.51.25.110
3566,01.11.01.04.02,23.42.10.130
3567,01.11.01.08.02,27.33.11
3568,01.11.02.02.03,25.73.30
3569,01.11.02.08.02,22.22.13
3570,01.11.02.09.99,25.73.40.290
3571,01.01.10.06.05,10.51.40.130
3572,01.01.11.04.99,10.20.25.111
3573,01.01.12.03,10.20.32.110
3574,01.11.03.04,23.99
3575,01.11.03.05.11,20.59.59.900
3576,01.11.03.10.01,23.31.10
3577,01.11.03.10.01.02,23.61.11.120
3578,01.01.15.01,10.32.1
3579,01.11.03.10.02,23.61.11.120
3580,01.11.04,16.23
3581,01.01.15.01.05,10.32.19.110
3582,01.11.04.01,25.12.1
3583,01.01.15.01.06,10.32.19.110
3584,01.11.04.01.99,22.29.26.119
3585,01.01.15.01.10,10.32.17.120
3586,01.11.06.01,22.21.21.129
3587,01.01.15.01.12,10.32.19.112
3588,01.11.07.01.01,20.30.22.120
3589,01.01.15.01.99,10.32.19.112
3590,01.11.07.04.03,20.30.22.120
3591,01.01.16.02,10.39.11.000
3592,01.11.08.04,20.59.59.900
3593,01.01.18,10.89.19.130
3594,01.02.02.04,32.50.13.110
3595,01.02.02.04.02,32.50.13.110
3596,01.02.02.04.02.09,32.50.13.110
3597,01.02.02.06.02,32.50.13.190
3598,01.02.02.06.02.02,32.50.13.190
3599,01.02.02.07.05,32.50.13.190
3600,01.02.02.07.10,32.50.13.190
3601,01.02.02.07.15,32.50.13.190
3602,01.02.02.18.01,32.50.22.127
3603,01.02.02.18.04,32.50.22.190
3604,01.11.09.03.02,25.11.23.119
3605,01.02.03.01.10,14.19.12.190
3606,01.12.01.16,28.22.15.120
3607,01.12.02,20.59.43.130
3608,01.12.05.06,28.30.21.110
3609,01.13.01.01.03,26.20.15.000
3610,01.13.01.02.03,26.20.11.110
3611,01.13.02.06,26.51.11.190
3612,01.13.04.02.01.99,26.20.16.120
3613,01.13.04.03,26.20.16.150
3614,01.13.04.03.03,26.20.16.150
3615,01.13.04.04.06.01,26.40.33.110
3616,01.13.04.04.06.03,26.40.33.110
3617,01.13.04.04.06.06,26.40.41.000
3618,01.13.04.04.06.07,26.40.51.000
3619,01.13.05,26.20.21
3620,01.13.05.06.02,26.20.21.120
3621,01.13.05.99,26.20.21.120
3622,01.13.06,26.20.40.190
3623,01.13.07.02,26.20.40.190
3624,01.13.07.05.03.02,27.12.40.000
3625,01.13.08.01,27.32.13.140
3626,01.13.08.05,26.30.11.110
3627,01.13.09.03.06,26.30.11.110
3628,01.13.09.03.07,26.30.11.110
3629,01.13.09.04.02,26.30.11.150
3630,01.13.09.05,26.30.11.150
3631,01.13.09.06.03,26.30.2
3632,01.13.09.06.06,26.40.32.190
3633,01.13.09.99.04,26.30.11.110
3634,01.13.11.01.05,28.23.23.000
3635,01.13.11.02,28.23.23.000
3636,01.13.11.03,26.40.3
3637,01.13.11.03.01,26.30.11.150
3638,01.13.11.03.05.04,26.40.43.110
3639,01.13.12,26.20.16
3640,01.13.12.05.01,26.12.30.000
3641,01.13.13.04.01,26.30.30.000
3642,01.13.14.99,28.23.25.000
3643,01.13.16,26.20.40.190
3644,01.13.17,28.99.52
3645,01.14.03,58.11.12.000
3646,01.15.01.01,17.12.14
3647,01.15.01.02.06,17.12.14.150
3648,01.15.01.02.99,17.12.14
3649,01.15.01.06.01,17.12.14.112
3650,01.15.01.99.02,17.12.74
3651,01.15.03,22.29.25
3652,01.15.03.10,22.29.25.000
3653,01.20.09.01.06,32.40.20.130
3654,01.20.10.99,22.29.23.120
3655,01.20.11.06,27.51.23.110
3656,01.20.99.01,26.51.66.190
3657,01.20.99.05.02,25.73.30
3658,01.22.01,68.10.15.000
3659,01.22.02.02,68.10.14.000
3660,01.09.03.01,29.10.51.000
3661,01.23.05.01,23.61.12.190
3662,01.23.08,22.23.20.000
3663,01.24.04.03,13.92.12.113
3664,01.24.04.08,13.92.12.193
3665,01.25.01.01,28.22.13.120
3666,01.25.02.03,27.51.11
3667,02.01.01.01,71.20.19.110
3668,02.01.01.01.02,71.20.19.110
3669,02.01.01.02,71.20.1
3670,02.01.01.03,71.11.21.000
3671,02.01.02.03,71.12.31.000
3672,02.01.02.05,71.12.31.000
3673,02.01.02.06,71.12.31.000
3674,01.09.03.02,29.10.59.270
3675,01.15.01.03.04,17.12.14.120
3676,02.01.02.09,71.12.31.000
3677,02.01.03.07,71.12.31.000
3678,02.02,71.11
3679,02.02.01.01.01,71.11.22
3680,02.02.01.01.03.01,71.11.21.000
3681,02.02.01.01.03.03.04,71.11.22.000
3682,02.02.02,71.12.1
3683,02.02.02.01,71.12.19
3684,02.02.03.04,71.11.21.000
3685,02.02.05.01.04,71.12.19
3686,02.02.05.01.08,71.12.19
3687,02.02.05.03.01,71.12.19
3688,02.02.05.03.03,71.12.19
3689,02.02.05.03.04,71.12.19
3690,02.02.05.06.03,71.12.19
3691,02.02.05.07.03,71.12.19
3692,02.02.05.08.02,71.12.19
3693,02.02.05.10.03,71.12.19
3694,02.02.05.14.07,71.12.19
3695,02.02.05.16,71.12.19
3696,02.02.05.20.02,71.12.19
3697,02.02.05.20.11,71.12.19
3698,02.02.05.21,71.12.19
3699,02.02.05.21.01,71.12.19
3700,02.02.05.21.02,71.12.19
3701,02.02.05.22.04,71.12.19
3702,02.02.05.23.03,71.12.19
3703,02.02.05.23.04,71.12.19
3704,02.02.06,71.11.21.000
3705,02.03.01,41.20
3706,02.03.02.01,43.99.90
3707,02.03.02.02.06,42.12.20.190
3708,02.05,41.20.3
3709,02.03.02.03,42.99.29
3710,02.05.01.01,43.99.70.000
3711,02.03.02.03.05,42.21.21.000
3712,02.05.01.01.03,41.20.40
3713,02.05.01.02.01,41.20
3714,02.04.03.02.04,41.20
3715,02.05.01.02.06,41.20.40
3716,02.05.02.02.08,45.20.21.519
3717,02.04.03.05,41.20
3718,02.05.02.03.01,42.99.29
3719,03.31.03.05.01.07,43.99.90.160
3720,02.05.02.03.04,42.99.29
3721,02.05.02.04,42.99.29
3722,02.05.02.10,42.99.29
3723,02.05.02.10.02,41.20
3724,02.05.02.10.04,41.20
3725,02.06.01.02.05,41.20.4
3726,02.06.02.03,42.21.21.000
3727,01.09.08.05,28.29
3728,02.08.04,74.90.1
3729,02.09,71.12.35.120
3730,02.11,33
3731,02.12.01.02,43.21.10.170
3732,02.12.06,33.20.29.000
3733,02.13.01.01.50.02,62.01.11.000
3734,02.13.01.02.05,72.20.19.000
3735,02.13.02,72.19
3736,02.13.99.02.01,72.19.19.000
3737,02.17.01,82.99.19.000
3738,02.17.07.07,90.03.11
3739,03.01.01,86.22.19.000
3740,03.01.01.01,86.21.10.190
3741,03.01.02,86.22.19.000
3742,03.01.05,86.90.14.000
3743,03.01.05.02,86.90.14.000
3744,03.01.99.03,86.10.13.110
3745,01.19.02.13,14.19.12.130
3746,02.03.02.99,41.20.40
3747,02.06.02.06,41.20.4
3748,02.17.06.02,96.09.19.139
3749,03.06.01.01.01.02,71.12.20.190
3750,03.06.01.01.03.01,71.12.20.190
3751,03.06.01.01.06.02,71.12.20.190
3752,03.06.01.01.07.04,71.12.20.190
3753,03.06.01.01.07.06,71.12.20.190
3754,03.06.01.01.08.05,71.12.20.190
3755,03.06.01.01.14.05,71.12.20.190
3756,03.06.01.01.14.07,71.12.20.190
3757,03.06.01.01.15.01,71.12.20.190
3758,03.06.01.01.19.01,71.12.20.190
3759,03.06.01.01.20.06,71.12.20.190
3760,03.06.01.01.20.11,71.12.20.190
3761,03.06.01.01.21,71.12.20.190
3762,03.06.01.01.21.01,71.12.20.190
3763,03.06.01.03.01.02,71.12.20.190
3764,03.36.99,96.09.19.139
3765,03.06.01.03.02.01,71.12.20.190
3766,03.06.01.03.02.03,71.12.20.190
3767,03.06.01.03.02.08,71.12.20.190
3768,03.06.01.03.03,71.12.20.190
3769,03.06.01.03.03.01,71.12.20.190
3770,03.06.01.03.04.05,71.12.20.190
3771,03.06.01.03.07.07,71.12.20.190
3772,03.06.01.03.08.01,71.12.20.190
3773,03.06.01.03.14,71.12.20.190
3774,03.06.01.03.14.04,71.12.20.190
3775,03.06.01.03.14.06,71.12.20.190
3776,03.06.01.03.16.03,71.12.20.190
3777,03.06.01.03.17.02,71.12.20.190
3778,03.06.01.03.18.02,71.12.20.190
3779,03.06.01.03.20.02,71.12.20.190
3780,03.06.01.03.20.04,71.12.20.190
3781,03.06.01.03.21.02,71.12.20.190
3782,03.06.01.03.22,71.12.20.190
3783,01.20.07.10.02,16.29.14.190
3784,01.20.07.11.08,22.29.21
3785,01.15.05.02.03,25.99.22
3786,03.06.01.03.22.04,71.12.20.190
3787,03.06.01.04.03.02,71.12.20.190
3788,03.06.01.04.05,71.12.20.190
3789,03.06.01.04.06.01,71.12.20.190
3790,03.06.01.04.07.03,71.12.20.190
3791,03.06.01.04.08,71.12.20.190
3792,03.06.01.04.09.02,71.12.20.190
3793,03.06.01.04.11.02,71.12.20.190
3794,03.06.01.04.13.01,71.12.20.190
3795,03.06.01.04.13.02,71.12.20.190
3796,03.06.01.04.15.02,71.12.20.190
3797,01.01.16,10.89.19.290
3798,03.06.01.04.16.02,71.12.20.190
3799,03.06.01.04.20.02,71.12.20.190
3800,03.06.01.04.20.06,71.12.20.190
3801,03.06.01.04.16.03,71.12.20.190
3802,03.06.01.04.20.14,71.12.20.190
3803,03.06.01.04.17,71.12.20.190
3804,03.06.01.04.21,71.12.20.190
3805,03.06.01.04.17.03,71.12.20.190
3806,03.06.01.04.21.02,71.12.20.190
3807,03.06.01.04.19,71.12.20.190
3808,03.06.01.04.22.02,71.12.20.190
3809,01.15.04.01.09,32.99.14.130
3810,03.06.01.04.22.04,71.12.20.190
3811,01.15.05.09.01,22.29.26
3812,03.06.01.05.01.12,71.12.20.190
3813,01.15.04.03.04,32.99.15
3814,03.06.01.05.03.03,71.12.20.190
3815,03.06.01.05.03.05,71.12.20.190
3816,03.06.01.05.04.03,71.12.20.190
3817,03.06.01.05.05.01,71.12.20.190
3818,03.06.01.05.05.03,71.12.20.190
3819,03.06.01.05.06.08,71.12.20.190
3820,03.06.01.05.06.10,71.12.20.190
3821,03.06.01.05.07.02,71.12.20.190
3822,03.06.01.05.07.04,71.12.20.190
3823,03.06.01.05.08,71.12.20.190
3824,01.01.14.02.04,11.07.11.112
3825,03.06.01.05.10.01,71.12.20.190
3826,03.06.01.05.11,71.12.20.190
3827,03.06.01.05.12,71.12.20.190
3828,03.06.01.05.13.01,71.12.20.190
3829,03.06.01.05.14.01,71.12.20.190
3830,03.06.01.05.17.01,71.12.20.190
3831,03.06.01.05.19,71.12.20.190
3832,03.06.01.05.20.03,71.12.20.190
3833,03.06.01.05.21,71.12.20.190
3834,03.06.01.05.21.02,71.12.20.190
3835,03.06.01.05.22.01,71.12.20.190
3836,03.06.01.05.23,71.12.20.190
3837,03.06.04.01.04,71.12.20.190
3838,03.06.04.01.08,71.12.20.190
3839,03.06.04.03.03,71.12.20.190
3840,03.06.04.06.04,71.12.20.190
3841,03.06.04.06.10,71.12.20.190
3842,03.17.07,94.99.16.000
3843,01.11.03.08.04.03,20.30.12
3844,02.03.01.02.03,41.20.40
3845,02.03.02.02,42.11.20
3846,02.17.01.03,96.09.19.139
3847,02.17.05.02,96.09.19.139
3848,02.17.99.01,96.09.19.139
3849,03.05.03,56.10.11.129
3850,03.06.04.07.02,71.12.20.190
3851,03.06.04.08,71.12.20.190
3852,03.06.04.13.04,71.12.20.190
3853,03.06.04.14.03,71.12.20.190
3854,03.06.04.14.04,71.12.20.190
3855,03.06.04.18.01,71.12.20.190
3856,03.06.04.20.07,71.12.20.190
3857,03.06.04.20.09,71.12.20.190
3858,03.06.04.21.01,71.12.20.190
3859,03.06.04.23.04,71.12.20.190
3860,03.07.01.06,81.30.10.000
3861,03.07.02.07,33.14.19.000
3862,03.07.03,45.20.11
3863,03.07.03.99,45.20.21.519
3864,01.01.16.01.04,10.72.19.140
3865,01.13.13.01.06,26.20.40
3866,02.06.02.02.08,41.20.4
3867,02.06.02.03.04,41.20.40
3868,03.02.03,86.90.1
3869,03.07.05.01,33.12.16.000
3870,03.08.01.01,81.21.10.000
3871,03.08.01.02,81.29.1
3872,03.14.99,65.12.90.000
3873,03.08.03.05,38.22.19.000
3874,03.15.03,60.10.30.000
3875,03.16,86.90.19.140
3876,03.10,80.30.1
3877,03.12.01.01,61.10.11.120
3878,03.18.08,93.19.13.000
3879,03.12.01.04,61.10.11.110
3880,03.18.99,93.19.19.000
3881,03.12.02.01,61.90.10.150
3882,03.21,94.12.10.000
3883,03.12.03,61.90.10.150
3884,03.21.02,96.03.12.115
3885,03.12.03.02,61.20.50.110
3886,03.22,70.22.11.000
3887,03.22.02,69.10
3888,03.22.04,70.22.11.000
3889,03.14.06,65.12.12.000
3890,03.02.04.02,88.99
3891,03.22.07,94.11.10.000
3892,03.23,68.31.16.120
3893,03.23.05,68.31.16.120
3894,03.23.07.02,68.31.16.120
3895,03.30.01,71.12
3896,03.30.02.01,71.12
3897,03.30.03,71.12
3898,03.31.03,49.32.12.000
3899,01.01.13.00,46.38.21.000
3900,01.19.01.06,14.14.11.000
3901,03.31.03.01.02,77.11.10.000
3902,03.31.03.07.03,51.10.20.000
3903,03.31.03.08,77.39.19.116
3904,03.31.04.99,77.29.1
3905,03.35.03,94.11.10.000
3906,03.36,96.01
3907,03.36.05,81.21.10.000
3908,03.31.03.05.01.02,43.99.90.160
3909,03.31.03.05.01.26,43.99.90.160
3910,03.31.03.05.01.35,43.99.90.160
3911,03.31.03.05.01.39,43.99.90.160
3912,03.31.03.05.02.06,77.32.10.000
3913,03.31.03.05.02.09,77.32.10.000
3914,03.31.03.05.02.23,77.32.10.000
3915,03.31.03.05.02.28,77.32.10.000
3916,03.31.03.05.02.38,77.32.10.000
3917,03.31.03.09,77.39.13.000
3918,01.15.05.10,25.71.13
3919,01.01.13.03.01,10.86.10.661
3920,01.03.02.01,26.30.50.114
3921,01.03.02.06,25.93.13.112
3922,01.19.01.13,14.19.12.130
3923,01.19.01.18,14.19.12.110
3924,01.19.01.21,13.92.29.190
3925,01.19.04.01,15.20.13.110
3926,01.19.06.19,14.19.19.111
3927,01.20.01.04.02,27.51.11.120
3928,01.20.02.02,25.99.29.190
3929,01.20.06,23.13.13
3930,02.13.03.67,33.20.39.900
3931,03.07.01.01.02.01,81.10.10.000
3932,03.08.03.01,38.21.22.000
3933,01.01.01.19.01.01,10.83.1
3934,03.36.03,96.09.19.139
3935,01.20.03.03.06,22.29
3936,01.01.02.99,10.39.1
3937,03.31.03.05.01.14,43.99.90.160
3938,03.31.03.05.01.20,43.99.90.160
3939,01.11.01.05.02,28.22
3940,01.15.03.12.03,17.21.15
3941,01.13.13.01.02,26.20
3942,01.19.01.19,14.14
3943,02.03.01.01.03,41.20.30
3944,02.05.02.01.02,41.20.40
3945,02.05.02.05.04,42.22
3946,02.08.01,86.90.1
3947,02.13.01.01.36,33.20.39.900
3948,03.07.01.05,42.11.2
3949,03.08.01,81.29.12
3950,03.04.01.02.03,88.91.1
3951,01.20.07.11.07,25.73.60
3952,01.20.06.01.04,23.41.11
3953,01.20.06.01.06,22.29.23
3954,01.15.05.18,26.51.33.140
3955,01.15.07.05.02,22.29.25
3956,01.01.14.01,11.07.11.120
3957,01.11.02.01.08,28.93.13.132
3958,01.11.03.09.01,23.99.12.110
3959,01.12.04.02.04,28.99.39.190
3960,01.16.17,25.99.21
3961,01.19.02.04,14.14
3962,01.19.10,14.12
3963,01.20.11.99,27.51
3964,01.23.05.04,23.69.19
3965,02.04.03.05.03,42.22
3966,02.12.03.01,33.20.39
3967,02.13.99.06,73.20.12
3968,02.17.05.01,96.09.19.139
3969,03.05.01,56.29.20.120
3970,03.07.04.23,33.12.29.900
3971,03.07.09,33.12.29.900
3972,03.04.01.02.05,88.99
3973,01.11.01.08.04,27.11
3974,01.09.06.05,30.20.4
3975,01.01.10.07.03,10.52.10.130
3976,01.02.03.01.03,14.12
3977,01.02.06.01.01,21.20.24.130
3978,01.02.06.01.06,23.52.20.130
3979,01.02.06.01.10,21.20.24.150
3980,01.02.06.01.11,22.19.71.190
3981,01.02.06.03.02.01,20.59.52.199
3982,01.02.09.06,21.20.10.180
3983,01.11.01.04.06,23.42.10.160
3984,01.02.06.03.05,20.59.52.199
3985,01.02.06.03.06,20.14.64.000
3986,02.03.02.05.01,42.22.23
3987,01.02.06.03.07,20.59.52.199
3988,02.13.99,72.19
3989,01.02.06.03.11.03,20.59.52.192
3990,02.17.99.02,96.09.19.139
3991,03.07.99.05,33.12.29.900
3992,01.02.06.04.13,32.50.13.190
3993,03.18.07,79.90.2
3994,03.07.99.05.02,36.00.20.140
3995,01.02.06.05,32.50.30.110
3996,01.20.03.04.02.01,25.73.10
3997,01.02.06.05.02,32.50.13.190
3998,01.20.07.06,17.12.60
3999,01.20.07.10,22.29.2
4000,01.02.07.01.03,23.19.23.110
4001,01.02.07.01.05,23.19.23.110
4002,01.02.09.01.07,21.20.10.116
4003,01.02.09.01.10,21.20.10.119
4004,01.02.09.02.02,21.20.10.132
4005,01.02.09.04.01,21.20.10.151
4006,01.15.04.02,32.99.14.110
4007,01.15.05.04,28.23.24.000
4008,01.15.06,22.29.2
4009,01.15.08.02,17.23.12.110
4010,01.02.09.09.09,21.20.10.229
4011,01.02.09.10.01,21.20.10.231
4012,01.02.09.10.02,21.20.10.232
4013,01.02.09.12.03,21.20.10.254
4014,01.02.09.12.06,21.20.10.256
4015,01.02.09.13.01,21.20.10.261
4016,01.02.09.14.99,21.20
4017,01.03.05.03,14.12.30.160
4018,01.04.01.17,20.51.14.110
4019,01.04.02.02,14.12.11.130
4020,01.04.02.07,14.19.13.000
4021,01.04.03,29.10.5
4022,01.16.02,31.01.11.150
4023,01.16.13,31.01.11.150
4024,01.16.26,31.09.13.120
4025,01.17,10.92
4026,01.17.07,21.10.5
4027,01.19.01.01,14.12
4028,01.04.05.01,28.99.52.000
4029,01.06,31.01
4030,01.06.02.02.03,26.51.43.149
4031,01.06.02.02.04,26.51.12.130
4032,01.07.01.07,31.01.13.000
4033,01.07.01.08,31.01.12.190
4034,01.07.03.01.04,32.20.13.134
4035,01.07.03.02.01.01,32.20.13.162
4036,01.07.03.02.03.01,32.20.13.173
4037,01.07.03.02.03.02,32.20.13.173
4038,01.07.03.02.05.01,32.20.13.176
4039,01.07.03.02.07,32.20.13.179
4040,01.07.03.03.01.01,32.20.15.110
4041,01.07.03.03.04.02,32.20.15.110
4042,01.07.03.04.03.03,32.20.14.110
4043,01.07.04.02.04,26.70.16.190
4044,01.07.04.04.02.10,25.11.10.000
4045,01.07.05.02,32.91.12.140
4046,01.07.05.04,20.30.23.110
